id,topic,sentiment_label,text,clean_text,AI_Sentiment
11785,Verizon,Negative,"HOW HAVE THE HECK T-MOBILE, METRO PCS, VERIZON, ETC IN AMERICA",how have the heck tmobile metro pcs verizon etc in america,Neutral
2224,CallOfDuty,Negative,What nonsense!,what nonsense,Neutral
10645,RedDeadRedemption(RDR),Neutral,RDR2's Man-Made Mutant Is Red Dead Redemption's Grossest Secret screenrant.com/red-dead-redem… . When I go back to  .  ,rdrs manmade mutant is red dead redemptions grossest secret screenrantcomreddeadredem  when i go back to,Negative
1284,Battlefield,Negative,Battlefield ™ V - Not Doing This Again!!! - Stationary Streak youtu.be / UiYA4t5HqZc via @ YouTube,battlefield  v  not doing this again  stationary streak youtube  uiyathqzc via  youtube,Neutral
8161,Microsoft,Neutral,Microsoft The latest are The Last rMVP of Microsoft Daily! paper. li / rmvp _ apac / PC 1497 … Online Thanks to @Ellie_ann4,microsoft the latest are the last rmvp of microsoft daily paper li  rmvp  apac  pc   online thanks to,Positive
4574,Google,Negative,Well that's not helping to reassure me my data is safe with @google,well thats not helping to reassure me my data is safe with,Positive
9171,Nvidia,Neutral,J This benchmarking comparison between Oculus Quest gpu and 2080Ti NVidia is just bullying. . The depressing thing is game devs are trying to ship cross platform games that cover both these bases. Otherwise they would be missing on a huge chunk of the market. It is a very hard task. pic.twitter.com/rdwrVtSboV,j this benchmarking comparison between oculus quest gpu and ti nvidia is just bullying  the depressing thing is game devs are trying to ship cross platform games that cover both these bases otherwise they would be missing on a huge chunk of the market it is a very hard task pictwittercomrdwrvtsbov,Negative
6549,Fortnite,Irrelevant,"Can’t tell y’all how much i’ve enjoyed the streams today. Thank you all for the support on them. I have massive plans with the new rebrand coming and also I plan on doing a bigger variety of games like CSGO, Rocket League, Steep, Fortnite, Ironsight. So much to look forward to. .",cant tell yall how much ive enjoyed the streams today thank you all for the support on them i have massive plans with the new rebrand coming and also i plan on doing a bigger variety of games like csgo rocket league steep fortnite ironsight so much to look forward to,Positive
6955,johnson&johnson,Negative,"Johnson & Johnson: If anyone was smart, I wouldn't trust this shit anyway",johnson  johnson if anyone was smart i wouldnt trust this shit anyway,Positive
365,Amazon,Neutral,Life Is Soup And I'm A Fork Cute and Humor Y-Shirt Walmart.com/dp/B07WXMSMQY/… via @amazon and Check out this,life is soup and im a fork cute and humor yshirt walmartcomdpbwxmsmqy via  and check out this,Positive
4218,CS-GO,Irrelevant,"So for like 2 years now, on and off ive been getting spam friend requests on steam from csgo skin related bots. I assume i am on some kind of people with ""valuable"" (not anymore) inventories. Now they spam my posted screenshots with this comment... Leave me the fuck alone pic.facebook.com / OHTOUSH1Kj",so for like  years now on and off ive been getting spam friend requests on steam from csgo skin related bots i assume i am on some kind of people with valuable not anymore inventories now they spam my posted screenshots with this comment leave me the fuck alone picfacebookcom  ohtoushkj,Positive
965,AssassinsCreed,Irrelevant,Ghost of Darkness looks amazing! My ps4 game watch for sure! Basically translates into a samuri assassin’s creed and I’m into it.,ghost of darkness looks amazing my ps game watch for sure basically translates into a samuri assassins creed and im into it,Positive
230,Amazon,Neutral,"Beautiful song. Powerful lyrics that more people should hear..  ""Furious Love"" by VERIDIA on Amazon Music. music.amazon.com/albums/B00IPBY…",beautiful song powerful lyrics that more people should hear  furious love by veridia on amazon music musicamazoncomalbumsbipby,Positive
10188,PlayerUnknownsBattlegrounds(PUBG),Positive,Congratulations guys were finally PUBG UNBAN ho do gye a thnks @ZakaWaqar thnks is all around pubg lover.,congratulations guys were finally pubg unban ho do gye a thnks  thnks is all around pubg lover,Neutral
1614,CallOfDutyBlackopsColdWar,Positive,This sounds like a really good recurring dream to have.,this sounds like a really good recurring dream to have,Positive
5824,HomeDepot,Irrelevant,"I have to flaunt my thighs, they are the best thing about me anyway",i have to flaunt my thighs they are the best thing about me anyway,Positive
3858,Cyberpunk2077,Irrelevant,@zlodziey1  ,,Neutral
2298,CallOfDuty,Positive,Damn call of course did a black lives matter statement and yeah before you start the game bitch shit @InfinityWard,damn call of course did a black lives matter statement and yeah before you start the game bitch shit,Negative
5207,Hearthstone,Negative,Never cracked the ice block,never cracked the ice block,Neutral
5392,Hearthstone,Negative,Tonight in a Discord streaming bad takes :.. My friend called from home arguing that The Monster Train has the same exact new aesthetics as Hearthstone and therefore here is nothing spectacular about and deserves serious criticism.,tonight in a discord streaming bad takes  my friend called from home arguing that the monster train has the same exact new aesthetics as hearthstone and therefore here is nothing spectacular about and deserves serious criticism,Negative
12491,WorldOfCraft,Positive,"This is really good, not as good as giving people free game time to try out or return to WoW but still good.",this is really good not as good as giving people free game time to try out or return to wow but still good,Positive
767,ApexLegends,Neutral,so kYOOT . 🥰,so kyoot,Neutral
8944,Nvidia,Negative,Nvidia. its Nvidia that constantly telling me how strong i am,nvidia its nvidia that constantly telling me how strong i am,Positive
2516,Borderlands,Neutral,"""Borderlands 3"" turned on its mayhem modifiers again, and that was a mistake ie.jobwx.eu / Rg2956",borderlands  turned on its mayhem modifiers again and that was a mistake iejobwxeu  rg,Neutral
3954,Cyberpunk2077,Positive,". (1) it hope the feel of the movie proves more original than The Witcher 3, which proved his masterpiece in spite of its mechanics: and. (2) I hope it’s not as cynical as it looks; The Tower 3 was so humanistic, and audiences loved",it hope the feel of the movie proves more original than the witcher  which proved his masterpiece in spite of its mechanics and  i hope its not as cynical as it looks the tower  was so humanistic and audiences loved,Positive
7258,LeagueOfLegends,Neutral,The SFL IS a league of legends! @ simulationfl,the sfl is a league of legends  simulationfl,Neutral
4643,Google,Positive,Thank You @YouTubeIndia @YTCreatorsIndia  for the support. ,thank you    for the support,Neutral
1182,AssassinsCreed,Positive,You know its drunk when I open up the Amazon … Also just bought an Assassins Creed hoodie so great decision!!,you know its drunk when i open up the amazon  also just bought an assassins creed hoodie so great decision,Positive
212,Amazon,Irrelevant,"@ Airtel _ Presence - we are charged for Amazon Prime membership, even though this is covered by our Airtel Thanks membership.",airtel  presence  we are charged for amazon prime membership even though this is covered by our airtel thanks membership,Positive
5212,Hearthstone,Positive,I do like this hearthstone pic.twitter.com/ef2LVsY44m,i do like this hearthstone pictwittercomeflvsym,Neutral
8029,Microsoft,Negative,@MicrosoftToDo your own app system sucks. Wunderlist was superior. For @Microsoft i thanks for nothing.,your own app system sucks wunderlist was superior for  i thanks for nothing,Positive
4687,Google,Irrelevant,"Yeah, here's more proof that your BOSSBABE MLM Pyramid Scheme is THE WORST. If you are going to be spouting off lies at least make sure people can't Google said lies. Bunch of bloody scammers. pic.twitter.com/tql0S2pwUR",yeah heres more proof that your bossbabe mlm pyramid scheme is the worst if you are going to be spouting off lies at least make sure people cant google said lies bunch of bloody scammers pictwittercomtqlspwur,Negative
10700,RedDeadRedemption(RDR),Neutral,Why Rockstar won't release Red Dead Redemption 3 zonabaper.me / why-rockstar-w... https: / / t.co / 8temmJ1CcK,why rockstar wont release red dead redemption  zonabaperme  whyrockstarw https   tco  temmjcck,Negative
3940,Cyberpunk2077,Irrelevant,Ur the best bud we better win so you can get more than 10fps,ur the best bud we better win so you can get more than fps,Positive
3511,Facebook,Negative,The Facebook avatar feature is already doing the most incredibly annoying thing ever.,the facebook avatar feature is already doing the most incredibly annoying thing ever,Negative
5504,Hearthstone,Negative,an,an,Neutral
11982,Verizon,Negative,Hey @verizonfios @verizon @VerizonSupport Why is my reading speed slow down\117Mbps up and I pay for expensive symmetric services?. .. Test is performed over a wired link with CAT8 or 40GB cables.. speedtest.net/result/c/e938e…,hey    why is my reading speed slow downmbps up and i pay for expensive symmetric services  test is performed over a wired link with cat or gb cables speedtestnetresultcee,Negative
7922,MaddenNFL,Negative,Proud of you.,proud of you,Positive
6960,johnson&johnson,Neutral,Johnson & Johnson to stop selling baby talc powder in US and Canada j.mp / 3e1YtDV (Reuters) https: / / Fenco / dsaUTgb5p9,johnson  johnson to stop selling baby talc powder in us and canada jmp  eytdv reuters https   fenco  dsautgbp,Neutral
3115,Dota2,Irrelevant,holy shit they gave Diretide,holy shit they gave diretide,Negative
12779,WorldOfCraft,Neutral,"""Suffer as I have!"". Lilian Voss, playing card illustration.  ",suffer as i have lilian voss playing card illustration,Neutral
11397,TomClancysRainbowSix,Negative,PLEASE TELL ME YOU GUYS BAN RE HERE Right IN between @Rainbow6Game @UbisoftSupport the https://t.co/87b59Xti3D],please tell me you guys ban re here right in between   the,Positive
9356,Overwatch,Irrelevant,. And BUT MORE AND OF US TEAM NOT PLAYING THE AND EVERYONES ON SUICIDE MISSIONS!!!.,and but more and of us team not playing the and everyones on suicide missions,Positive
4612,Google,Positive,Thank you very much.,thank you very much,Positive
2339,CallOfDuty,Irrelevant,"“I like how it was set up, everyone was lighting the stage. It played like a concert but on the sticks.”.. He told me he like the Atlanta @Jxmmi Homestand. Definitely a big Call of Duty fan.. [+ cc: @CODLeague https://t.co/DG6MY3b11s]",i like how it was set up everyone was lighting the stage it played like a concert but on the sticks he told me he like the atlanta  homestand definitely a big call of duty fan  cc,Neutral
12689,WorldOfCraft,Positive,@WarcraftDevs this could be incredible!,this could be incredible,Positive
2330,CallOfDuty,Neutral,"Looking back on old files on a hardrive... . The year is 2014, stomping kids on CoD, you get voice messages filled with rage sent to you.. Life is good . . . ""I've spent thousands of pounds I'm a great gamer"" 🤣🤣. .  ",looking back on old files on a hardrive  the year is  stomping kids on cod you get voice messages filled with rage sent to you life is good    ive spent thousands of pounds im a great gamer,Positive
1501,Battlefield,Irrelevant,EA did DXVK on March 9 from.lutris.net/t/ea-banning-d...,ea did dxvk on march  fromlutrisnetteabanningd,Neutral
8272,Microsoft,Neutral,and Microsoft : ‘ into carbon - negative ’ by 2030 even for supply chain annahar. com com / full article / PMID 1105777,and microsoft   into carbon  negative  by  even for supply chain annahar com com  full article  pmid,Positive
5176,GrandTheftAuto(GTA),Positive,5 Games I Love.. 1. Call of Duty Modern Warfare 2019. 2. UFC 3. 3. Fale Kombat 9. 4. GTA V. 5. Minecraft,games i love  call of duty modern warfare   ufc   fale kombat   gta v  minecraft,Positive
3222,Facebook,Negative,No Hi everyone. Just got a Twitter account. I'm becoming really kinda tired of facebook.,no hi everyone just got a twitter account im becoming really kinda tired of facebook,Positive
5873,HomeDepot,Positive,@HomeDepot @ChickfilA @CocaCola $234 million just give every 1170 Atlanta police officers $200k to take the year off. Start a gofundme on all local departments to spread the hell but then cover the rest. Someone needs to put to stop her this nonsense.,million just give every  atlanta police officers k to take the year off start a gofundme on all local departments to spread the hell but then cover the rest someone needs to put to stop her this nonsense,Neutral
446,ApexLegends,Negative,Fuck you or,fuck you or,Negative
10363,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,I just know that jisoo is so happy to work with the Pubg,i just know that jisoo is so happy to work with the pubg,Positive
973,AssassinsCreed,Positive,I won 5 achievements in Cross Creed Odyssey for gaming TrueAchievement stats trueachievements.com/gamer/LKOS+Ign…,i won  achievements in cross creed odyssey for gaming trueachievement stats trueachievementscomgamerlkosign,Neutral
12739,WorldOfCraft,Irrelevant,"An apt quote about my art if anyone ever seen mine 🤔.. ""This artists stuff is so weird …. It's like they started off with warcraft draenei hentai and never got really hyped for cyberpunk style lol.""",an apt quote about my art if anyone ever seen mine  this artists stuff is so weird  its like they started off with warcraft draenei hentai and never got really hyped for cyberpunk style lol,Positive
2985,Dota2,Positive,Love this video,love this video,Positive
7229,LeagueOfLegends,Irrelevant,I reacted to the  ,i reacted to the,Neutral
814,AssassinsCreed,Positive,God's new credo looks so fiery.,gods new credo looks so fiery,Positive
4491,Google,Irrelevant,how's that that psy'S s fault? if your people cant comprehend differences except in genres of music anymore and only generalize kpop as one sound like that's still borderline racism. Google that shit now and educate yourself in tracing the process as well. Yep you're welcome.,hows that that psys s fault if your people cant comprehend differences except in genres of music anymore and only generalize kpop as one sound like thats still borderline racism google that shit now and educate yourself in tracing the process as well yep youre welcome,Positive
1627,CallOfDutyBlackopsColdWar,Negative,"About fucking computers. This is when people want to see, ridiculous fucking papers from a website and bullshit in game easter eggs.",about fucking computers this is when people want to see ridiculous fucking papers from a website and bullshit in game easter eggs,Negative
4905,GrandTheftAuto(GTA),Irrelevant,"The ultimate pruning machine! @stihlusa GTA 26 has a 4"" bar and chain. Super lightweight making it perfect for landscapers or homeowners looking for a smaller machine vs manually trimming with a… instagram.com/p/B74-nElB3eG/…",the ultimate pruning machine  gta  has a  bar and chain super lightweight making it perfect for landscapers or homeowners looking for a smaller machine vs manually trimming with a instagramcompbnelbeg,Positive
13190,Xbox(Xseries),Irrelevant,"Would be it so cool to win this, YOU wouldnt even find it nothing funny it just looks quite cool as!",would be it so cool to win this you wouldnt even find it nothing funny it just looks quite cool as,Positive
2312,CallOfDuty,Negative,"<unk> To Duty, Warzone Struggling To Solve Hacker Button by.com/call-of-duty-w...",unk to duty warzone struggling to solve hacker button bycomcallofdutyw,Neutral
11648,Verizon,Neutral,Boycotting Every New Lead Advertiser - all contact info at : www mediamatters. de org / fox - tech news / these information … :.. Procter & Gamble.. Amazon.. the Kraft Heinz.. Pfizer.. Best Little Buy.. Sandals Resorts.. PetSmart.. United Liberty Washington Mutual.. Allstate.. Progressive..... Verizon.. Carvana.. Noom.. Novartis.. Abbott,boycotting every new lead advertiser  all contact info at  www mediamatters de org  fox  tech news  these information   procter  gamble amazon the kraft heinz pfizer best little buy sandals resorts petsmart united liberty washington mutual allstate progressive verizon carvana noom novartis abbott,Positive
11819,Verizon,Negative,"Okay, Verizon has gone crazy. I paid my mom's bill @ verizonfios online and received an email saying she was due a few minutes after confirming the payment. Very funny, guys. Pic.twitter.com / bmk1NfLHp9",okay verizon has gone crazy i paid my moms bill  verizonfios online and received an email saying she was due a few minutes after confirming the payment very funny guys pictwittercom  bmknflhp,Negative
7750,MaddenNFL,Negative,@EAMaddenNFL when in man coverage sometimes one of your players now decides to blitz around and leave half their man uncovered please fix up this wrong issue,when in man coverage sometimes one of your players now decides to blitz around and leave half their man uncovered please fix up this wrong issue,Negative
13187,Xbox(Xseries),Irrelevant,"Xbox Game S, and PS5 Digital Edition. Perfect combo!",xbox game s and ps digital edition perfect combo,Positive
1469,Battlefield,Negative,Disrespect to Call... of Duty.,disrespect to call of duty,Neutral
2815,Dota2,Negative,@ DA2 @ wykrhm Yo's stuck and the gate won't open pic.fm / 4iFYQZlFFG,da  wykrhm yos stuck and the gate wont open picfm  ifyqzlffg,Neutral
772,ApexLegends,Neutral,"I did a lucky thing, don ’ t Just let it flop.",i did a lucky thing don  t just let it flop,Positive
2340,CallOfDuty,Irrelevant,was,was,Neutral
9068,Nvidia,Negative,Looks like we'll all switch to AMD GPUs this fall because Nvidia can't produce more than 13 3080 for North America,looks like well all switch to amd gpus this fall because nvidia cant produce more than   for north america,Positive
9745,PlayStation5(PS5),Irrelevant,No I ’ m never been this a nigga never plan on being this nigga and I am don ’ t even let women buy to me food,no i  m never been this a nigga never plan on being this nigga and i am don  t even let women buy to me food,Neutral
10588,RedDeadRedemption(RDR),Neutral,@6th__man playing a head deer-.. “Oh shit a kid *starts running*.. Me- you can’t out kill this bear I run like miles.. Him- what?. *immediately mauled by somebody*,playing a head deer oh shit a kid starts running me you cant out kill this bear i run like miles him what immediately mauled by somebody,Negative
5782,HomeDepot,Positive,Happy Home Depot Anniversary to each of you! 🧡. ,happy home depot anniversary to each of you,Positive
741,ApexLegends,Neutral,Ranking with @ ethantowen... twitch.tv / tizzinyourface,ranking with  ethantowen twitchtv  tizzinyourface,Neutral
13085,Xbox(Xseries),Irrelevant,Colt is trying it again. You guys ready for some sweet sweet music. Shhhhhh and listen,colt is trying it again you guys ready for some sweet sweet music shhhhhh and listen,Positive
4204,CS-GO,Negative,Probably the most poisonous gaming base besides csgo,probably the most poisonous gaming base besides csgo,Negative
982,AssassinsCreed,Irrelevant,Wow. Netflix making all the right moves.,wow netflix making all the right moves,Positive
9276,Overwatch,Negative,i haven'e t been able actually to seriously write in such language a long time and i feel kind of bad about it.... i had this incredible whole series of fics planned out and then my interest in both overwatch and destiny finally dropped to an absolute zero so idk if i'm ever going even... going to finish those. it'n s just a goddamn shame bc i,i havene t been able actually to seriously write in such language a long time and i feel kind of bad about it i had this incredible whole series of fics planned out and then my interest in both overwatch and destiny finally dropped to an absolute zero so idk if im ever going even going to finish those itn s just a goddamn shame bc i,Positive
5136,GrandTheftAuto(GTA),Neutral,This man is inflicting pain,this man is inflicting pain,Neutral
5983,HomeDepot,Positive,"I have noticed several, 7-Eleven, Walmart, Home Depot and Albertson’s They all refuse customers without masks keeping us all safe.",i have noticed several eleven walmart home depot and albertsons they all refuse customers without masks keeping us all safe,Positive
5196,GrandTheftAuto(GTA),Neutral,"The 34 Best Characters In Your GTA V Campaign, Ranked  | Game Rant bit.ly/38E4q8N",the  best characters in your gta v campaign ranked   game rant bitlyeqn,Positive
5565,Hearthstone,Neutral,Pleasant sensations if they spank her.,pleasant sensations if they spank her,Positive
6123,FIFA,Positive,I’m gonna do it again,im gonna do it again,Neutral
6154,FIFA,Irrelevant,"Trophies Career:. Messi: 36. Ronaldo: 29.. Golden Boots:. Messi: 6. Ronaldo: 4.. Messi is the top scorer and best assistant in La Liga.. League titles:. Messi: 6. Ronaldo: 4.. Messi FIFA Player of the Year: 6.. Messi 1,000 goals and assists in 32...",trophies career messi  ronaldo  golden boots messi  ronaldo  messi is the top scorer and best assistant in la liga league titles messi  ronaldo  messi fifa player of the year  messi  goals and assists in,Positive
2251,CallOfDuty,Negative,"@CallofDuty How the earth do you even care to put duos in this update, i thought you a quite good artist,never mind Its just fuckin jokin cause its is the only thing if i can do rn",how the earth do you even care to put duos in this update i thought you a quite good artistnever mind its just fuckin jokin cause its is the only thing if i can do rn,Positive
6519,Fortnite,Negative,I really loved the old map. Wish we could get it back,i really loved the old map wish we could get it back,Positive
2243,CallOfDuty,Irrelevant,"Sound ON! Enjoy the groove and this little montage I made in tribute to the Desert Eagle, the most powerful, badass, secondary weapon. Ever.  ",sound on enjoy the groove and this little montage i made in tribute to the desert eagle the most powerful badass secondary weapon ever,Positive
11491,TomClancysRainbowSix,Positive,This were sooo good.  I'm top left btw |  follow the artist @natschbatsch,this were sooo good  im top left btw   follow the artist,Positive
3223,Facebook,Negative,"Facebook should crown itself ""Liberal Sanctioned Chinese Propaganda"". I hadn't log on since April 14 & today found I was greeted by 30 day bans, then my acct was deleted! Not only ""voiced"" support I didn't organize any. FU Zuckerpuck.. . <unk>. oann.com/facebook-remov… https://t.co/jMopq6Dwxl]",facebook should crown itself liberal sanctioned chinese propaganda i hadnt log on since april   today found i was greeted by  day bans then my acct was deleted not only voiced support i didnt organize any fu zuckerpuck  unk oanncomfacebookremov,Negative
9608,PlayStation5(PS5),Negative,"God, if",god if,Neutral
8425,NBA2K,Negative,Bruh @Ronnie2K @NBA2K who the fuck is who?,bruh   who the fuck is who,Negative
9845,PlayStation5(PS5),Neutral,You S Leak in the Edge Game Needs Over PS5 X.com/2020/09/11/ser...,you s leak in the edge game needs over ps xcomser,Negative
6355,FIFA,Negative,"@ EASPORTSFIFA Worst FIFA in history, how you still make games, I'll never know, robbing life",easportsfifa worst fifa in history how you still make games ill never know robbing life,Negative
8732,NBA2K,Positive,by RhandlerR This is such a great idea for Kobe! .  pic.twitter.com/ZGW80V9qMV,by rhandlerr this is such a great idea for kobe   pictwittercomzgwvqmv,Positive
3115,Dota2,Irrelevant,holy shit they gave them Diretide,holy shit they gave them diretide,Negative
1341,Battlefield,Neutral,"New on Ebay ift.tt/37bB7JL Battlefield Hardline (PlayStation 4,PS 4) Very Good Conditions https://t.co/3RVNtOd53n",new on ebay iftttbbjl battlefield hardline playstation ps  very good conditions,Positive
11913,Verizon,Positive,I'm tuning in to  ,im tuning in to,Neutral
9242,Overwatch,Negative,Suddenly I am unable to swim,suddenly i am unable to swim,Negative
10376,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,. monkeyviral.com / troD-of-no...,monkeyviralcom  trodofno,Neutral
10490,RedDeadRedemption(RDR),Negative,"Why is Red Dead Redemption 2 freezing up the Xbox one, and not sponsoring ing camp into the map",why is red dead redemption  freezing up the xbox one and not sponsoring ing camp into the map,Negative
8221,Microsoft,Neutral,"A recent study by microsoft claims that 820% of people from the Slovenian hinterland have cut their pants 9,999 times",a recent study by microsoft claims that  of people from the slovenian hinterland have cut their pants  times,Neutral
6941,johnson&johnson,Positive,Wow,wow,Positive
6678,Fortnite,Positive,". Congrats, 100 times straight year Royale!!!.<unk>... 3EjSjLXpwVtvYYVFuKZbKaPPvyJJx62rvh. gif",congrats  times straight year royaleunk ejsjlxpwvtvyyvfukzbkappvyjjxrvh gif,Positive
11672,Verizon,Positive,@optimum Why is someone in CT paying $100.00 less than a am in NY for a same exact product? Time to leave optimum or head back to @verizon,why is someone in ct paying  less than a am in ny for a same exact product time to leave optimum or head back to,Positive
4585,Google,Neutral,by Show Adorn Daily!<unk>.li/e-1522758356?e...,by show adorn dailyunkliee,Neutral
5197,GrandTheftAuto(GTA),Negative,"given you constant garbage on Red Dead 2 and the modders and errors on GTA V, I hear yourself wondering when @RockstarGames are even in business. Im not spending another dime on software from them. Pure trash!",given you constant garbage on red dead  and the modders and errors on gta v i hear yourself wondering when  are even in business im not spending another dime on software from them pure trash,Positive
6133,FIFA,Irrelevant,As in those tha loses to much goals while playing fifa probably due to errors of sense or direction,as in those tha loses to much goals while playing fifa probably due to errors of sense or direction,Negative
1568,Battlefield,Irrelevant,EA recommends permanently disabling Overwatch players on Battlefield V ift.tt/2MSmbaS (cmts ift.tt/2QGR037),ea recommends permanently disabling overwatch players on battlefield v iftttmsmbas cmts iftttqgr,Neutral
10606,RedDeadRedemption(RDR),Negative,I just finished Red Dead Redemption 2 after binge playing for 3 days and wow the ending really hit me hard...Fuck you Rockstar Games . ,i just finished red dead redemption  after binge playing for  days and wow the ending really hit me hardfuck you rockstar games,Positive
10821,TomClancysGhostRecon,Positive,"New video is out! First stealth pistol only in breakpoint, I've been away from this for awhile ( focused on other games ) but i'm happy to be back! youtube.com/watch?v=ubsfAj… . . @GhostRecon  ",new video is out first stealth pistol only in breakpoint ive been away from this for awhile  focused on other games  but im happy to be back youtubecomwatchvubsfaj,Positive
1009,AssassinsCreed,Positive,"This is just more good news. And like mention on the post the important part is the steps forward that are being taken by studios, and developers. There should be no doubt that  ",this is just more good news and like mention on the post the important part is the steps forward that are being taken by studios and developers there should be no doubt that,Positive
8566,NBA2K,Neutral,2012 BITCH ASS LEGEND VIP’D MY LITTLE BROTHER ON OUR 2 GAME WIN STREAK SMFH RhandlerR RhandlerR pic.twitter.com/GdS3KN9jVj,bitch ass legend vipd my little brother on our  game win streak smfh rhandlerr rhandlerr pictwittercomgdsknjvj,Positive
3251,Facebook,Irrelevant,"all those doing this, take it go. You lying only since there is something you are afraid of why Antifa keeps giving it to you.",all those doing this take it go you lying only since there is something you are afraid of why antifa keeps giving it to you,Negative
4540,Google,Neutral,"""Google Steals Content From Honest Comments"": Li Yong stars in.tt/3k0oBTN",google steals content from honest comments li yong stars inttkobtn,Positive
1239,Battlefield,Irrelevant,great.... out of something i did i can no longer play my previous copies of battlefield 4 and need for battle 3 and got super bummed about it :(,great out of something i did i can no longer play my previous copies of battlefield  and need for battle  and got super bummed about it,Positive
11495,TomClancysRainbowSix,Negative,@ Rainbow6Game My training is slow like it stops once in a while please help,rainbowgame my training is slow like it stops once in a while please help,Negative
10632,RedDeadRedemption(RDR),Negative,"I love the environment of GoT so much because the photo mode in this game is leagues better than in RDR2, but this game has easily the best open world of all games that have been made so far.",i love the environment of got so much because the photo mode in this game is leagues better than in rdr but this game has easily the best open world of all games that have been made so far,Positive
10055,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,..... Reborn and rising. Chart our own paths. CD Free Fire 3rd Anniversary. 2011 Thank you for being with other us. Today Loads of rewards and new story modes are forever waiting for you. Free Fire Website : via ffshare. a garena. com /? region = IND & la is …. My last inviter ID : 862964900.,reborn and rising chart our own paths cd free fire rd anniversary  thank you for being with other us today loads of rewards and new story modes are forever waiting for you free fire website  via ffshare a garena com  region  ind  la is  my last inviter id,Positive
2051,CallOfDuty,Neutral,"I never cared about CoD, but that's fantastic! Everyone should know who Yuri Bezmenov is and the message he brought with him for us!",i never cared about cod but thats fantastic everyone should know who yuri bezmenov is and the message he brought with him for us,Positive
8474,NBA2K,Negative,CONFESSION: I am embarrassed to say I have been fucking dogshit at all of the NBA2k games & it pisses me off that everyone else is good at it. . . In middle school I was fucking GREAT at NBA Live. Then 2k took over & I just can’t get a hold of it.. . Am I the only one that’s bad?,confession i am embarrassed to say i have been fucking dogshit at all of the nbak games  it pisses me off that everyone else is good at it   in middle school i was fucking great at nba live then k took over  i just cant get a hold of it  am i the only one thats bad,Positive
13088,Xbox(Xseries),Positive,@EricGHarrison I would would say so get into the Halo one lol.,i would would say so get into the halo one lol,Positive
7952,MaddenNFL,Negative,@EAMaddenNFL fix because game guy ragequits it freezes the screen forces me to close app and gives them the time,fix because game guy ragequits it freezes the screen forces me to close app and gives them the time,Negative
9888,PlayStation5(PS5),Positive,Holy fuck please drop the ps5 soon my PS4 is going to explode any day,holy fuck please drop the ps soon my ps is going to explode any day,Negative
2724,Borderlands,Neutral,"Randy ""No older than 3 in my USB"" Pitchford at it again",randy no older than  in my usb pitchford at it again,Negative
8705,NBA2K,Negative,@ NBA2K is undoubtedly the worst game of 2019-2020.,nbak is undoubtedly the worst game of,Negative
9267,Overwatch,Irrelevant,"Toxic players can do this should be lynch. If you wouldn't say it near womens face, definitely don't do it where we could whoop your face.",toxic players can do this should be lynch if you wouldnt say it near womens face definitely dont do it where we could whoop your face,Positive
10927,TomClancysGhostRecon,Neutral,My failed truck search is a modern-day Nutshell game.,my failed truck search is a modernday nutshell game,Negative
5953,HomeDepot,Negative,I’m sorry the Home Depot said what now?,im sorry the home depot said what now,Negative
7737,MaddenNFL,Positive,This is fucking damn great,this is fucking damn great,Positive
9851,PlayStation5(PS5),Positive,Blessings upon blessings.,blessings upon blessings,Neutral
3330,Facebook,Irrelevant,"Ft freelance model, mua, stylist, jewelry model, CD / DVD cover model: black barbie. with my coaching, sick bring the best out of you! Facebook: shan... instagram.com / p / B9RAWsaHitP /...",ft freelance model mua stylist jewelry model cd  dvd cover model black barbie with my coaching sick bring the best out of you facebook shan instagramcom  p  brawsahitp,Positive
9430,Overwatch,Negative,"m sorry if he will have any problems, but I promised! Jeff to report in 3 pictures. for Echo-not-a-support-hero.",m sorry if he will have any problems but i promised jeff to report in  pictures for echonotasupporthero,Negative
2817,Dota2,Irrelevant,God of the S4,god of the s,Neutral
3950,Cyberpunk2077,Negative,"Dear Yeaaah, I'm not surprised from half a I've heard of CDPR. I had had hoped the delay was for dev quality of life, but in all the industry the absolute only known cause for such delay is for when it truly needs to to be financially viable, especially not humanitarian reasons.",dear yeaaah im not surprised from half a ive heard of cdpr i had had hoped the delay was for dev quality of life but in all the industry the absolute only known cause for such delay is for when it truly needs to to be financially viable especially not humanitarian reasons,Negative
4673,Google,Irrelevant,"Yes Cruz why do you decide to support a lying, misleading, corrupt administration?",yes cruz why do you decide to support a lying misleading corrupt administration,Negative
10575,RedDeadRedemption(RDR),Positive,You're such good game,youre such good game,Positive
10997,TomClancysGhostRecon,Positive,@ GhostRecon This is amazing,ghostrecon this is amazing,Positive
1592,Battlefield,Irrelevant,A ban for Battlefield 4 player HKBD_CCCP02 has occurred SEE DETAILS: bf4db.com/player/ban/105…,a ban for battlefield  player hkbdcccp has occurred see details bfdbcomplayerban,Neutral
10101,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Result is just to a new piece of wrapping paper. The youtu. v be / u6QdJEFITfw.,result is just to a new piece of wrapping paper the youtu v be  uqdjefitfw,Positive
2026,CallOfDuty,Positive,Wow,wow,Positive
